Row ID,Order ID,Order Date,Ship Date,Customer ID,Customer Name,Country,City,State,Postal Code,Product ID,Product Name,Sales,Order Year,Order Month,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Corporate,Segment_Home Office,Region_East,Region_South,Region_West,Category_Office Supplies,Category_Technology,Sub-Category_Appliances,Sub-Category_Art,Sub-Category_Binders,Sub-Category_Bookcases,Sub-Category_Chairs,Sub-Category_Copiers,Sub-Category_Envelopes,Sub-Category_Fasteners,Sub-Category_Furnishings,Sub-Category_Labels,Sub-Category_Machines,Sub-Category_Paper,Sub-Category_Phones,Sub-Category_Storage,Sub-Category_Supplies,Sub-Category_Tables
13,CA-2018-114412,2018-04-15,2018-04-20,AA-10480,Andrew Allen,United States,Concord,North Carolina,-0.8475213055634992,OFF-PA-10002365,Xerox 1967,-0.34345710817058955,2018,4,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
14,CA-2017-161389,2017-12-05,2017-12-10,IM-15070,Irene Maddox,United States,Seattle,Washington,1.3372303598204354,OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine,0.2827981364434968,2017,12,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15,US-2016-118983,2016-11-22,2016-11-26,HP-14815,Harold Pawlan,United States,Fort Worth,Texas,0.6514323350551746,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",-0.2584645954352395,2016,11,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,US-2016-118983,2016-11-22,2016-11-26,HP-14815,Harold Pawlan,United States,Fort Worth,Texas,0.6514323350551746,OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,-0.3642161041085037,2016,11,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
17,CA-2015-105893,2015-11-11,2015-11-18,PK-19075,Pete Kriz,United States,Madison,Wisconsin,-0.04677409148562698,OFF-ST-10004186,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",0.6943777865335813,2015,11,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
18,CA-2015-167164,2015-05-13,2015-05-15,AG-10270,Alejandro Grove,United States,West Jordan,Utah,0.900161554565892,OFF-ST-10000107,Fellowes Super Stor/Drawer,-0.27970554223210586,2015,5,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
19,CA-2015-143336,2015-08-27,2015-09-01,ZD-21925,Zuschuss Donatelli,United States,San Francisco,California,1.2127098656206603,OFF-AR-10003056,Newell 341,-0.3546153876599727,2015,8,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,CA-2015-143336,2015-08-27,2015-09-01,ZD-21925,Zuschuss Donatelli,United States,San Francisco,California,1.2127098656206603,TEC-PH-10001949,Cisco SPA 501G IP Phone,-0.027590983631884277,2015,8,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
21,CA-2015-143336,2015-08-27,2015-09-01,ZD-21925,Zuschuss Donatelli,United States,San Francisco,California,1.2127098656206603,OFF-BI-10002215,"Wilson Jones Hanging View Binder, White, 1""",-0.33201795665744616,2015,8,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
22,CA-2017-137330,2017-12-09,2017-12-13,KB-16585,Ken Black,United States,Fremont,Nebraska,0.3994918959894806,OFF-AR-10000246,Newell 318,-0.33722047255209564,2017,12,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,CA-2017-137330,2017-12-09,2017-12-13,KB-16585,Ken Black,United States,Fremont,Nebraska,0.3994918959894806,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",-0.2719815615786999,2017,12,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,US-2018-156909,2018-07-16,2018-07-18,SF-20065,Sandra Flanagan,United States,Philadelphia,Pennsylvania,-1.1245903170691078,FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",-0.2543759924530027,2018,7,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
25,CA-2016-106320,2016-09-25,2016-09-30,EB-13870,Emily Burns,United States,Orem,Utah,0.8993197785660437,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,1.2988111899380246,2016,9,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
26,CA-2017-121755,2017-01-16,2017-01-20,EH-13945,Eric Hoffmann,United States,Los Angeles,California,1.0861316967545895,OFF-BI-10001634,Wilson Jones Active Use Binders,-0.34968736033399794,2017,1,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
27,CA-2017-121755,2017-01-16,2017-01-20,EH-13945,Eric Hoffmann,United States,Los Angeles,California,1.0861316967545895,TEC-AC-10003027,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,-0.22373859977034,2017,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,US-2016-150630,2016-09-17,2016-09-21,TB-21520,Tracy Blumstein,United States,Philadelphia,Pennsylvania,-1.1245903170691078,FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",4.552458246996713,2016,9,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
29,US-2016-150630,2016-09-17,2016-09-21,TB-21520,Tracy Blumstein,United States,Philadelphia,Pennsylvania,-1.1245903170691078,OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,-0.35292696378986865,2016,9,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
30,US-2016-150630,2016-09-17,2016-09-21,TB-21520,Tracy Blumstein,United States,Philadelphia,Pennsylvania,-1.1245903170691078,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",-0.17006970113933953,2016,9,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
31,US-2016-150630,2016-09-17,2016-09-21,TB-21520,Tracy Blumstein,United States,Philadelphia,Pennsylvania,-1.1245903170691078,OFF-EN-10001509,Poly String Tie Envelopes,-0.363067082193121,2016,9,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
32,US-2016-150630,2016-09-17,2016-09-21,TB-21520,Tracy Blumstein,United States,Philadelphia,Pennsylvania,-1.1245903170691078,OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",-0.2305465546189825,2016,9,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,US-2016-150630,2016-09-17,2016-09-21,TB-21520,Tracy Blumstein,United States,Philadelphia,Pennsylvania,-1.1245903170691078,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",-0.3573315477988357,2016,9,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
34,US-2016-150630,2016-09-17,2016-09-21,TB-21520,Tracy Blumstein,United States,Philadelphia,Pennsylvania,-1.1245903170691078,OFF-AR-10001683,Lumber Crayons,-0.34312516850614566,2016,9,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,CA-2018-107727,2018-10-19,2018-10-23,MA-17560,Matt Abelman,United States,Houston,Texas,0.6822662781607274,OFF-PA-10000249,Easy-staple paper,-0.3212426844731906,2018,10,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
36,CA-2017-117590,2017-12-08,2017-12-10,GH-14485,Gene Hale,United States,Richardson,Texas,0.6194448470609409,TEC-PH-10004977,GE 30524EE4,1.3832547255360252,2017,12,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
37,CA-2017-117590,2017-12-08,2017-12-10,GH-14485,Gene Hale,United States,Richardson,Texas,0.6194448470609409,FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",-0.06359367031387567,2017,12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
38,CA-2016-117415,2016-12-27,2016-12-31,SN-20710,Steve Nguyen,United States,Houston,Texas,0.6805827261610308,OFF-EN-10002986,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",-0.18741993206161836,2016,12,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
39,CA-2016-117415,2016-12-27,2016-12-31,SN-20710,Steve Nguyen,United States,Houston,Texas,0.6805827261610308,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",0.48136061364078175,2016,12,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
40,CA-2016-117415,2016-12-27,2016-12-31,SN-20710,Steve Nguyen,United States,Houston,Texas,0.6805827261610308,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",-0.029860301914765113,2016,12,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
41,CA-2016-117415,2016-12-27,2016-12-31,SN-20710,Steve Nguyen,United States,Houston,Texas,0.6805827261610308,TEC-PH-10000486,Plantronics HL10 Handset Lifter,0.2240575827470988,2016,12,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
42,CA-2018-120999,2018-09-10,2018-09-15,LC-16930,Linda Cazamias,United States,Naperville,Illinois,0.1661328826982147,TEC-PH-10004093,Panasonic Kx-TS550,-0.13341590203863127,2018,9,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
43,CA-2017-101343,2017-07-17,2017-07-22,RA-19885,Ruben Ausman,United States,Los Angeles,California,1.0861316967545895,OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",-0.24399011102896015,2017,7,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
44,CA-2018-139619,2018-09-19,2018-09-23,ES-14080,Erin Smith,United States,Melbourne,Florida,-0.6945051349244167,OFF-ST-10003282,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",-0.21568587118003288,2018,9,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
45,CA-2017-118255,2017-03-11,2017-03-13,ON-18715,Odella Nelson,United States,Eagan,Minnesota,-0.002783501271334904,TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",-0.2948981653354994,2017,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,CA-2017-118255,2017-03-11,2017-03-13,ON-18715,Odella Nelson,United States,Eagan,Minnesota,-0.002783501271334904,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,-0.34041220009482537,2017,3,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
47,CA-2015-146703,2015-10-20,2015-10-25,PO-18865,Patrick O'Donnell,United States,Westland,Michigan,-0.21905757945456958,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",-0.030016696564358847,2015,10,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
48,CA-2017-169194,2017-06-20,2017-06-25,LH-16900,Lena Hernandez,United States,Dover,Delaware,-1.1008647046289404,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,-0.29646211183143695,2017,6,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,CA-2017-169194,2017-06-20,2017-06-25,LH-16900,Lena Hernandez,United States,Dover,Delaware,-1.1008647046289404,TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",-0.3334861513271018,2017,6,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
50,CA-2016-115742,2016-04-18,2016-04-22,DP-13000,Darren Powers,United States,New Albany,Indiana,-0.2513256594487526,OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",-0.3072820682012907,2016,4,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
51,CA-2016-115742,2016-04-18,2016-04-22,DP-13000,Darren Powers,United States,New Albany,Indiana,-0.2513256594487526,OFF-LA-10002762,Avery 485,-0.24829894321164525,2016,4,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
52,CA-2016-115742,2016-04-18,2016-04-22,DP-13000,Darren Powers,United States,New Albany,Indiana,-0.2513256594487526,FUR-FU-10001706,Longer-Life Soft White Bulbs,-0.35844546071124833,2016,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
53,CA-2016-115742,2016-04-18,2016-04-22,DP-13000,Darren Powers,United States,New Albany,Indiana,-0.2513256594487526,FUR-CH-10003061,"Global Leather Task Chair, Black",-0.22466420075773158,2016,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
54,CA-2017-105816,2017-12-11,2017-12-17,JM-15265,Janet Molinari,United States,New York City,New York,-1.408798836128985,OFF-FA-10000304,Advantus Push Pins,-0.3439231003918281,2017,12,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
55,CA-2017-105816,2017-12-11,2017-12-17,JM-15265,Janet Molinari,United States,New York City,New York,-1.408798836128985,TEC-PH-10002447,AT&T CL83451 4-Handset Telephone,1.2753839097743884,2017,12,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
56,CA-2017-111682,2017-06-17,2017-06-18,TB-21055,Ted Butterfield,United States,Troy,New York,-1.3415814636966577,OFF-ST-10000604,Home/Office Personal File Carts,-0.0354426333869994,2017,6,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
57,CA-2017-111682,2017-06-17,2017-06-18,TB-21055,Ted Butterfield,United States,Troy,New York,-1.3415814636966577,OFF-PA-10001569,Xerox 232,-0.31656999535063424,2017,6,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
58,CA-2017-111682,2017-06-17,2017-06-18,TB-21055,Ted Butterfield,United States,Troy,New York,-1.3415814636966577,FUR-CH-10003968,Novimex Turbo Task Chair,0.14145886566879606,2017,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
59,CA-2017-111682,2017-06-17,2017-06-18,TB-21055,Ted Butterfield,United States,Troy,New York,-1.3415814636966577,OFF-PA-10000587,"Array Parchment Paper, Assorted Colors",-0.34504020503178345,2017,6,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
60,CA-2017-111682,2017-06-17,2017-06-18,TB-21055,Ted Butterfield,United States,Troy,New York,-1.3415814636966577,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,-0.32040006840190993,2017,6,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,CA-2017-111682,2017-06-17,2017-06-18,TB-21055,Ted Butterfield,United States,Troy,New York,-1.3415814636966577,OFF-BI-10001460,Plastic Binding Combs,-0.2909085059070872,2017,6,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
62,CA-2017-111682,2017-06-17,2017-06-18,TB-21055,Ted Butterfield,United States,Troy,New York,-1.3415814636966577,OFF-AR-10001868,Prang Dustless Chalk Sticks,-0.36559493040696295,2017,6,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,CA-2016-135545,2016-11-24,2016-11-30,KM-16720,Kunst Miller,United States,Los Angeles,California,1.0847287367548424,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",-0.3459658060191751,2016,11,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,CA-2016-135545,2016-11-24,2016-11-30,KM-16720,Kunst Miller,United States,Los Angeles,California,1.0847287367548424,OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",-0.3270643955111296,2016,11,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
65,CA-2016-135545,2016-11-24,2016-11-30,KM-16720,Kunst Miller,United States,Los Angeles,California,1.0847287367548424,OFF-PA-10003892,Xerox 1943,-0.1341148903704891,2016,11,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
66,CA-2016-135545,2016-11-24,2016-11-30,KM-16720,Kunst Miller,United States,Los Angeles,California,1.0847287367548424,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,-0.2409898871387942,2016,11,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
67,US-2016-164175,2016-04-30,2016-05-05,PS-18970,Paul Stevenson,United States,Chicago,Illinois,0.1683152649200435,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",-0.028173473908432424,2016,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
68,CA-2015-106376,2015-12-05,2015-12-10,BS-11590,Brendan Sweed,United States,Gilbert,Arizona,0.9360149767816509,OFF-AR-10002671,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1.407958696716753,2015,12,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69,CA-2015-106376,2015-12-05,2015-12-10,BS-11590,Brendan Sweed,United States,Gilbert,Arizona,0.9360149767816509,TEC-PH-10002726,netTALK DUO VoIP Telephone Service,-0.10022193559424207,2015,12,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
70,CA-2017-119823,2017-06-04,2017-06-06,KD-16270,Karen Daniels,United States,Springfield,Virginia,-1.0306543508638193,OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",-0.24718183857168988,2017,6,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
71,CA-2017-106075,2017-09-18,2017-09-23,HM-14980,Henry MacAllister,United States,New York City,New York,-1.409266489462234,OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,-0.3609094743742357,2017,9,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
72,CA-2018-114440,2018-09-14,2018-09-17,TB-21520,Tracy Blumstein,United States,Jackson,Michigan,-0.18738186034916862,OFF-PA-10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",-0.3378747766983552,2018,9,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
73,US-2016-134026,2016-04-26,2016-05-02,JE-15745,Joel Eaton,United States,Memphis,Tennessee,-0.5331959118423846,FUR-CH-10000513,High-Back Leather Manager's Chair,0.9593805409513455,2016,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
74,US-2016-134026,2016-04-26,2016-05-02,JE-15745,Joel Eaton,United States,Memphis,Tennessee,-0.5331959118423846,FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",-0.21341336116960927,2016,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
75,US-2016-134026,2016-04-26,2016-05-02,JE-15745,Joel Eaton,United States,Memphis,Tennessee,-0.5331959118423846,OFF-ST-10004123,Safco Industrial Wire Shelving System,-0.25212263280783553,2016,4,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
76,US-2018-118038,2018-12-09,2018-12-11,KB-16600,Ken Brennan,United States,Houston,Texas,0.6805827261610308,OFF-BI-10004182,Economy Binders,-0.3662843435561926,2018,12,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
77,US-2018-118038,2018-12-09,2018-12-11,KB-16600,Ken Brennan,United States,Houston,Texas,0.6805827261610308,FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",-0.3527833360504458,2018,12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
78,US-2018-118038,2018-12-09,2018-12-11,KB-16600,Ken Brennan,United States,Houston,Texas,0.6805827261610308,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",-0.32480465241087697,2018,12,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
79,US-2015-147606,2015-11-26,2015-12-01,JE-15745,Joel Eaton,United States,Houston,Texas,0.6814868559386457,FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",-0.33747581075551397,2015,11,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
80,CA-2017-127208,2017-06-12,2017-06-15,SC-20770,Stewart Carmichael,United States,Decatur,Alabama,-0.6113875491616224,OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",-0.03608097889554535,2017,6,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81,CA-2017-127208,2017-06-12,2017-06-15,SC-20770,Stewart Carmichael,United States,Decatur,Alabama,-0.6113875491616224,OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,-0.34156122201020805,2017,6,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
